id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,sector
84035,on,2020,netzero,high,low,high,ref,yes,high,39.94421337,residential buildings
84098,on,2020,netzero,ref,high,ref,ref,no,high,39.9416838,residential buildings
84161,on,2020,netzero,low,high,ref,ref,no,high,39.93683524,residential buildings
84224,on,2020,netzero,high,high,ref,ref,no,high,39.9460961,residential buildings
84287,on,2020,netzero,ref,high,low,ref,no,high,39.9416838,residential buildings
84350,on,2020,netzero,low,ref,low,ref,no,high,39.93592591,residential buildings
84413,on,2020,netzero,low,high,low,ref,no,high,39.93683524,residential buildings
84476,on,2020,netzero,high,high,low,ref,no,high,39.9460961,residential buildings
84539,on,2020,netzero,ref,high,high,ref,no,high,39.9416838,residential buildings
84602,on,2020,netzero,low,high,high,ref,no,high,39.93683524,residential buildings
84665,on,2020,netzero,high,high,high,ref,no,high,39.9460961,residential buildings
84728,on,2020,netzero,ref,high,ref,ref,yes,high,39.9416838,residential buildings
84791,on,2020,netzero,low,high,ref,ref,yes,high,39.93683524,residential buildings
84854,on,2020,netzero,high,high,ref,ref,yes,high,39.9460961,residential buildings
84917,on,2020,netzero,ref,high,low,ref,yes,high,39.9416838,residential buildings
84980,on,2020,netzero,low,high,low,ref,yes,high,39.93683524,residential buildings
85043,on,2020,netzero,high,ref,low,ref,no,high,39.94524669,residential buildings
85106,on,2020,netzero,high,high,low,ref,yes,high,39.9460961,residential buildings
85169,on,2020,netzero,ref,high,high,ref,yes,high,39.9416838,residential buildings
85232,on,2020,netzero,low,high,high,ref,yes,high,39.93683524,residential buildings
85295,on,2020,netzero,high,high,high,ref,yes,high,39.9460961,residential buildings
85358,on,2020,netzero,ref,ref,ref,low,no,high,39.94084589,residential buildings
85421,on,2020,netzero,low,ref,ref,low,no,high,39.93592591,residential buildings
85484,on,2020,netzero,high,ref,ref,low,no,high,39.94524669,residential buildings
85547,on,2020,netzero,ref,ref,low,low,no,high,39.94084589,residential buildings
85610,on,2020,netzero,low,ref,low,low,no,high,39.93592591,residential buildings
85673,on,2020,netzero,high,ref,low,low,no,high,39.94524669,residential buildings
85736,on,2020,netzero,ref,ref,high,ref,no,high,39.94084589,residential buildings
85799,on,2020,netzero,ref,ref,high,low,no,high,39.94084589,residential buildings
85862,on,2020,netzero,low,ref,high,low,no,high,39.93592591,residential buildings
85925,on,2020,netzero,high,ref,high,low,no,high,39.94524669,residential buildings
85988,on,2020,netzero,ref,ref,ref,low,yes,high,39.94084589,residential buildings
86051,on,2020,netzero,low,ref,ref,low,yes,high,39.93592591,residential buildings
86114,on,2020,netzero,high,ref,ref,low,yes,high,39.94524669,residential buildings
86177,on,2020,netzero,ref,ref,low,low,yes,high,39.94084589,residential buildings
86240,on,2020,netzero,low,ref,low,low,yes,high,39.93592591,residential buildings
