id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value
3382,on,2025,legislated,ref,high,low,ref,yes,high,58.1220909
3389,on,2025,legislated,low,high,low,ref,yes,high,58.3483332
3396,on,2025,legislated,high,ref,low,ref,no,high,58.26466458
3403,on,2025,legislated,high,high,low,ref,yes,high,58.27719209
3410,on,2025,legislated,ref,high,high,ref,yes,high,58.1224792
3417,on,2025,legislated,low,high,high,ref,yes,high,58.34844152
3424,on,2025,legislated,high,high,high,ref,yes,high,58.27743618
3431,on,2025,legislated,ref,ref,ref,low,no,high,58.36750807
3438,on,2025,legislated,low,ref,ref,low,no,high,58.56801259
3445,on,2025,legislated,high,ref,ref,low,no,high,57.82382908
3452,on,2025,legislated,ref,ref,low,low,no,high,58.3671912
3459,on,2025,legislated,low,ref,low,low,no,high,58.56784146
3466,on,2025,legislated,high,ref,low,low,no,high,57.82228376
3473,on,2025,legislated,ref,ref,high,ref,no,high,58.10683873
3480,on,2025,legislated,ref,ref,high,low,no,high,58.3675708
3487,on,2025,legislated,low,ref,high,low,no,high,58.5681002
3494,on,2025,legislated,high,ref,high,low,no,high,57.82305855
3501,on,2025,legislated,ref,ref,ref,low,yes,high,58.36750807
3508,on,2025,legislated,low,ref,ref,low,yes,high,58.56801259
3515,on,2025,legislated,high,ref,ref,low,yes,high,57.82382908
3522,on,2025,legislated,ref,ref,low,low,yes,high,58.3671912
3529,on,2025,legislated,low,ref,low,low,yes,high,58.56784146
3536,on,2025,legislated,high,ref,low,low,yes,high,57.82228376
3543,on,2025,legislated,ref,ref,high,low,yes,high,58.3675708
3550,on,2025,legislated,low,ref,high,ref,no,high,58.33485968
3557,on,2025,legislated,low,ref,high,low,yes,high,58.5681002
3564,on,2025,legislated,high,ref,high,low,yes,high,57.82305855
3571,on,2025,legislated,ref,low,ref,low,no,high,58.36478544
3578,on,2025,legislated,low,low,ref,low,no,high,58.56518024
3585,on,2025,legislated,high,low,ref,low,no,high,57.82012049
3592,on,2025,legislated,ref,low,low,low,no,high,58.36457956
3599,on,2025,legislated,low,low,low,low,no,high,58.56475867
3606,on,2025,legislated,high,low,low,low,no,high,57.81945343
3613,on,2025,legislated,ref,low,high,low,no,high,58.36485632
3620,on,2025,legislated,low,low,high,low,no,high,58.56496232
