id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,type
169365,on,2020,netzero,low,high,ref,ref,no,low,14.18670872,low carbon electricity
169442,on,2020,netzero,high,high,ref,ref,no,low,14.18621321,low carbon electricity
169519,on,2020,netzero,ref,high,low,ref,no,low,14.18564616,low carbon electricity
169596,on,2020,netzero,low,ref,low,ref,no,low,14.18702504,low carbon electricity
169673,on,2020,netzero,low,high,low,ref,no,low,14.18670872,low carbon electricity
169750,on,2020,netzero,high,high,low,ref,no,low,14.18611328,low carbon electricity
169827,on,2020,netzero,ref,high,high,ref,no,low,14.18564616,low carbon electricity
169904,on,2020,netzero,low,high,high,ref,no,low,14.18670872,low carbon electricity
169981,on,2020,netzero,high,high,high,ref,no,low,14.18621321,low carbon electricity
170058,on,2020,netzero,ref,high,ref,ref,yes,low,14.18564616,low carbon electricity
170135,on,2020,netzero,low,high,ref,ref,yes,low,14.18670872,low carbon electricity
170212,on,2020,netzero,high,high,ref,ref,yes,low,14.18621321,low carbon electricity
170289,on,2020,netzero,ref,high,low,ref,yes,low,14.18564616,low carbon electricity
170366,on,2020,netzero,low,high,low,ref,yes,low,14.18670872,low carbon electricity
170443,on,2020,netzero,high,ref,low,ref,no,low,14.18637967,low carbon electricity
170520,on,2020,netzero,high,high,low,ref,yes,low,14.18621321,low carbon electricity
170597,on,2020,netzero,ref,high,high,ref,yes,low,14.18564616,low carbon electricity
170674,on,2020,netzero,low,high,high,ref,yes,low,14.18670872,low carbon electricity
170751,on,2020,netzero,high,high,high,ref,yes,low,14.18621321,low carbon electricity
170828,on,2020,netzero,ref,ref,ref,low,no,low,14.18575579,low carbon electricity
170905,on,2020,netzero,low,ref,ref,low,no,low,14.18702504,low carbon electricity
170982,on,2020,netzero,high,ref,ref,low,no,low,14.18637967,low carbon electricity
171059,on,2020,netzero,ref,ref,low,low,no,low,14.18575579,low carbon electricity
171136,on,2020,netzero,low,ref,low,low,no,low,14.18702504,low carbon electricity
171213,on,2020,netzero,high,ref,low,low,no,low,14.18637967,low carbon electricity
171290,on,2020,netzero,ref,ref,high,ref,no,low,14.18575579,low carbon electricity
171367,on,2020,netzero,ref,ref,high,low,no,low,14.18575579,low carbon electricity
171444,on,2020,netzero,low,ref,high,low,no,low,14.18702504,low carbon electricity
171521,on,2020,netzero,high,ref,high,low,no,low,14.18637967,low carbon electricity
171598,on,2020,netzero,ref,ref,ref,low,yes,low,14.18575579,low carbon electricity
171675,on,2020,netzero,low,ref,ref,low,yes,low,14.18702504,low carbon electricity
171752,on,2020,netzero,high,ref,ref,low,yes,low,14.18637967,low carbon electricity
171829,on,2020,netzero,ref,ref,low,low,yes,low,14.18575579,low carbon electricity
171906,on,2020,netzero,low,ref,low,low,yes,low,14.18702504,low carbon electricity
171983,on,2020,netzero,high,ref,low,low,yes,low,14.18637967,low carbon electricity
172060,on,2020,netzero,ref,ref,high,low,yes,low,14.18575579,low carbon electricity
172137,on,2020,netzero,low,ref,high,ref,no,low,14.18702504,low carbon electricity
172214,on,2020,netzero,low,ref,high,low,yes,low,14.18702504,low carbon electricity
172291,on,2020,netzero,high,ref,high,low,yes,low,14.18637967,low carbon electricity
172368,on,2020,netzero,ref,low,ref,low,no,low,14.18707545,low carbon electricity
172445,on,2020,netzero,low,low,ref,low,no,low,14.18617561,low carbon electricity
172522,on,2020,netzero,high,low,ref,low,no,low,14.18665948,low carbon electricity
172599,on,2020,netzero,ref,low,low,low,no,low,14.18707545,low carbon electricity
172676,on,2020,netzero,low,low,low,low,no,low,14.18617561,low carbon electricity
172753,on,2020,netzero,high,low,low,low,no,low,14.18665948,low carbon electricity
172830,on,2020,netzero,ref,low,high,low,no,low,14.18707545,low carbon electricity
172907,on,2020,netzero,low,low,high,low,no,low,14.18617561,low carbon electricity
172984,on,2020,netzero,high,ref,high,ref,no,low,14.18637967,low carbon electricity
173061,on,2020,netzero,high,low,high,low,no,low,14.18665948,low carbon electricity
173138,on,2020,netzero,ref,low,ref,low,yes,low,14.18707545,low carbon electricity
173215,on,2020,netzero,low,low,ref,low,yes,low,14.18617561,low carbon electricity
173292,on,2020,netzero,high,low,ref,low,yes,low,14.18665948,low carbon electricity
173369,on,2020,netzero,ref,low,low,low,yes,low,14.18707545,low carbon electricity
173446,on,2020,netzero,low,low,low,low,yes,low,14.18617561,low carbon electricity
173523,on,2020,netzero,high,low,low,low,yes,low,14.18665948,low carbon electricity
173600,on,2020,netzero,ref,low,high,low,yes,low,14.18707545,low carbon electricity
173677,on,2020,netzero,low,low,high,low,yes,low,14.18617561,low carbon electricity
173754,on,2020,netzero,high,low,high,low,yes,low,14.18665948,low carbon electricity
173831,on,2020,netzero,ref,ref,ref,ref,yes,low,14.18575579,low carbon electricity
173908,on,2020,netzero,ref,high,ref,low,no,low,14.18564616,low carbon electricity
173985,on,2020,netzero,low,high,ref,low,no,low,14.18670872,low carbon electricity
174062,on,2020,netzero,high,high,ref,low,no,low,14.18621321,low carbon electricity
174139,on,2020,netzero,ref,high,low,low,no,low,14.18564616,low carbon electricity
174216,on,2020,netzero,low,high,low,low,no,low,14.18670872,low carbon electricity
174293,on,2020,netzero,high,high,low,low,no,low,14.18621321,low carbon electricity
174370,on,2020,netzero,ref,high,high,low,no,low,14.18564616,low carbon electricity
174447,on,2020,netzero,low,high,high,low,no,low,14.18670872,low carbon electricity
174524,on,2020,netzero,high,high,high,low,no,low,14.18621321,low carbon electricity
174601,on,2020,netzero,ref,high,ref,low,yes,low,14.18564616,low carbon electricity
33307,on,2025,legislated,ref,ref,ref,ref,no,high,14.60952334,low carbon electricity
33384,on,2025,legislated,low,ref,ref,ref,no,high,14.86830411,low carbon electricity
33461,on,2025,legislated,low,ref,ref,ref,yes,high,14.86830411,low carbon electricity
33538,on,2025,legislated,low,high,ref,low,yes,high,14.91228782,low carbon electricity
33615,on,2025,legislated,high,high,ref,low,yes,high,14.35046855,low carbon electricity
33692,on,2025,legislated,ref,high,low,low,yes,high,14.66823795,low carbon electricity
33769,on,2025,legislated,low,high,low,low,yes,high,14.91231482,low carbon electricity
33846,on,2025,legislated,high,high,low,low,yes,high,14.35031231,low carbon electricity
33923,on,2025,legislated,ref,high,high,low,yes,high,14.66821896,low carbon electricity
34000,on,2025,legislated,low,high,high,low,yes,high,14.91230128,low carbon electricity
34077,on,2025,legislated,high,high,high,low,yes,high,14.35043201,low carbon electricity
34154,on,2025,legislated,high,ref,ref,ref,yes,high,14.31540466,low carbon electricity
34231,on,2025,legislated,ref,ref,low,ref,yes,high,14.60953308,low carbon electricity
34308,on,2025,legislated,low,ref,low,ref,yes,high,14.8680719,low carbon electricity
34385,on,2025,legislated,high,ref,low,ref,yes,high,14.31541029,low carbon electricity
34462,on,2025,legislated,ref,ref,high,ref,yes,high,14.60953987,low carbon electricity
34539,on,2025,legislated,low,ref,high,ref,yes,high,14.86824008,low carbon electricity
34616,on,2025,legislated,high,ref,high,ref,yes,high,14.31527571,low carbon electricity
34693,on,2025,legislated,ref,low,ref,ref,no,high,14.60972682,low carbon electricity
34770,on,2025,legislated,low,low,ref,ref,no,high,14.86955125,low carbon electricity
34847,on,2025,legislated,high,ref,ref,ref,no,high,14.31540466,low carbon electricity
